,L1,L2,L3,L4,L5,L1_ver,L2_ver,L3_ver,L4_ver,L5_ver,[INV] Invoice ID
1114,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Cylindrical bearing,Cylindrical bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,817
1115,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Flanged bearings,Flanged bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,23
1116,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Insert bearing,Insert bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,18
1117,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Linear bearings,Linear bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,107
1118,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Needle bearings,Needle bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,161
1119,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Pillow or Plummer Block Bearing,Pillow or Plummer Block Bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1120,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Plain bearings,Plain bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,26
1121,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Plummer block bearing,Plummer block bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
1122,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Radial bearings,Radial bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11
1123,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Rod end bearings,Rod end bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,233
1124,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Roller bearings,Roller bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,367
1125,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Self aligning bearing,Self aligning bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,132
1126,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Sleeve bearings,Sleeve bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,123
1127,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Spherical bearings,Spherical bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,131
1128,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Spherical bearings,Spherical roll bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2042
1129,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Tapered bearings,Tapered bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,478
1130,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Thrust ball bearing,Thrust ball bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,15
1131,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Thrust bearings,Thrust bearings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,94
1132,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings,Thrust roller bearing,Thrust roller bearing,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
1133,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bearings and bushings and wheels and gears,Bearings and bushings and wheels and gears,Bearings and bushings and wheels and gears,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1477
1134,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bushings,Bushings,Bushings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,793
1135,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Bushings,Shaft bushings,Shaft bushings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,10
1136,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Gears,Gears,Gears,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,146
1137,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Gears,Pinion gears,Pinion gears,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,23
1138,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Gears,Planetary gear,Planetary gear,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,10
1139,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Gears,Worm gears,Worm gears,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,22
1140,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Industrial wheels,Sheaves or pulleys,Sheaves or pulleys,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,34
1141,Manufacturing Components and Supplies,Bearings and bushings and wheels and gears,Sprockets,Sprockets,Sprockets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,672
1142,Manufacturing Components and Supplies,Castings and casting assemblies,Castings and casting assemblies,Castings and casting assemblies,Castings and casting assemblies,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,147
1143,Manufacturing Components and Supplies,Castings and casting assemblies,Die castings,Die castings,Die castings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1400
1144,Manufacturing Components and Supplies,Fabricated plate assemblies,Fabricated plate assemblies,Fabricated plate assemblies,Fabricated plate assemblies,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,123
1145,Manufacturing Components and Supplies,Forgings,Forgings,Forgings,Forgings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,65
1146,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Automotive boots and covers,Automotive transmission shift lever boot,Automotive transmission shift lever boot,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,18
1147,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Gasket kits,Gasket kits,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,30
1148,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Gaskets,Gaskets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4658
1149,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Liquid gaskets,Silicone liquid gasket,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,7
1150,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Metal gaskets,Metal gaskets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1187
1151,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,O ring gaskets,O ring gaskets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5349
1152,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Plastic gaskets,Plastic gaskets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
1153,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Rubber gaskets,Rubber gaskets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,111
1154,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets,Silicone gaskets,Silicone gaskets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,45
1155,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Gaskets and seals and Packings glands boots and covers,Gaskets and seals and Packings glands boots and covers,Gaskets and seals and Packings glands boots and covers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,830
1156,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Packings and glands,Oil slingers,Oil slingers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,17
1157,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Packings and glands,Packings,Packings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,222
1158,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Packings and glands,Seal backup ring,Seal backup ring,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,69
1159,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Lip seal,Lip seal,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,69
1160,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Mechanical seals,Mechanical seals,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,656
1161,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Oil seals,Oil seals,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4160
1162,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Rubber seals,Rubber seals,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,97
1163,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Seal Ring,Seal Ring,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,426
1164,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Seal kits,Seal kits,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,357
1165,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,Seals,Seals,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2371
1166,Manufacturing Components and Supplies,Gaskets and seals and Packings glands boots and covers,Seals,V ring seal,V ring seal,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,348
1167,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasive wheels,Abrasive diamond wheels,Abrasive diamond wheels,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,70
1168,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasive wheels,Abrasive wheels,Abrasive wheels,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,111
1169,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive belts,Abrasive belts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,18
1170,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive brush,Abrasive brush,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,28
1171,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive cloth,Abrasive cloth,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,274
1172,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive discs,Abrasive discs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,120
1173,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive pads,Abrasive pads,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,95
1174,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive papers,Abrasive papers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,413
1175,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasive polishers,Abrasive polishers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,45
1176,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Abrasives and abrasive media,Abrasives and abrasive media,Abrasives and abrasive media,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,502
1177,Manufacturing Components and Supplies,Grinding and polishing and smoothing materials,Grinding and polishing and smoothing materials,Grinding and polishing and smoothing materials,Grinding and polishing and smoothing materials,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,120
1178,Manufacturing Components and Supplies,Hardware,Bolts,Anchor bolts,Anchor bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1598
1179,Manufacturing Components and Supplies,Hardware,Bolts,Bolts,Bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1750
1180,Manufacturing Components and Supplies,Hardware,Bolts,Expansion bolts,Expansion bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,7184
1181,Manufacturing Components and Supplies,Hardware,Bolts,Eye bolts,Eye bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,121
1182,Manufacturing Components and Supplies,Hardware,Bolts,Hexagonal bolts,Hexagonal bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4174
1183,Manufacturing Components and Supplies,Hardware,Bolts,Socket head bolt,Socket head bolt,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,141
1184,Manufacturing Components and Supplies,Hardware,Bolts,Stud bolts,Stud bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3581
1185,Manufacturing Components and Supplies,Hardware,Bolts,T bolt,T bolt,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11
1186,Manufacturing Components and Supplies,Hardware,Bolts,U bolts,U bolts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,316
1187,Manufacturing Components and Supplies,Hardware,Brackets and braces,Brackets and braces,Brackets and braces,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,43011
1188,Manufacturing Components and Supplies,Hardware,Brackets and braces,Magnetic mounting brackets,Magnetic mounting brackets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1189,Manufacturing Components and Supplies,Hardware,Brackets and braces,Shelf brackets,Shelf brackets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,35
1190,Manufacturing Components and Supplies,Hardware,Clamps,Clamps,Clamps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,193
1191,Manufacturing Components and Supplies,Hardware,Clamps,Hose or pipe clamps,Hose or pipe clamps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,805
1192,Manufacturing Components and Supplies,Hardware,Clamps,Wire rope clamps,Wire rope clamps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,178
1193,Manufacturing Components and Supplies,Hardware,Connectors,Ferrule,Ferrule,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
1194,Manufacturing Components and Supplies,Hardware,Couplings,Couplings,Couplings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1424
1195,Manufacturing Components and Supplies,Hardware,Couplings,Flange coupling,Flange coupling,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1196,Manufacturing Components and Supplies,Hardware,Hardware,Hardware,Hardware,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11844
1197,Manufacturing Components and Supplies,Hardware,Hooks,Hooks,Hooks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,150
1198,Manufacturing Components and Supplies,Hardware,Miscellaneous fasteners,Clevis,Clevis,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1199,Manufacturing Components and Supplies,Hardware,Miscellaneous fasteners,Hinges,Hinges,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,314
1200,Manufacturing Components and Supplies,Hardware,Miscellaneous fasteners,Miscellaneous fasteners,Miscellaneous fasteners,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1483
1201,Manufacturing Components and Supplies,Hardware,Miscellaneous fasteners,Snap rings,Snap rings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,115
1202,Manufacturing Components and Supplies,Hardware,Miscellaneous fasteners,Turnbuckles,Turnbuckles,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,84
1203,Manufacturing Components and Supplies,Hardware,Miscellaneous hardware,Handles or knobs,Handles or knobs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2375
1204,Manufacturing Components and Supplies,Hardware,Miscellaneous hardware,Inserts,Inserts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,105
1205,Manufacturing Components and Supplies,Hardware,Miscellaneous hardware,Levers,Levers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,74
1206,Manufacturing Components and Supplies,Hardware,Miscellaneous hardware,Wire rope clip,Wire rope clip,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
1207,Manufacturing Components and Supplies,Hardware,Miscellaneous hardware,Wire rope socket,Wire rope socket,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,14
1208,Manufacturing Components and Supplies,Hardware,Mounting hardware,Mounting hardware,Mounting hardware,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,9
1209,Manufacturing Components and Supplies,Hardware,Mounting hardware,Tile spacers,Tile spacers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,121
1210,Manufacturing Components and Supplies,Hardware,Nails,Masonry nails,Masonry nails,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,564
1211,Manufacturing Components and Supplies,Hardware,Nails,Nails,Nails,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1149
1212,Manufacturing Components and Supplies,Hardware,Nuts,Bearing nuts,Bearing nuts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,228
1213,Manufacturing Components and Supplies,Hardware,Nuts,Bolt nut,Bolt nut,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1693
1214,Manufacturing Components and Supplies,Hardware,Nuts,Cap nuts,Cap nuts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,290
1215,Manufacturing Components and Supplies,Hardware,Nuts,Coupling nuts,Coupling nuts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1216,Manufacturing Components and Supplies,Hardware,Nuts,Hexagonal nuts,Hexagonal nuts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1503
1217,Manufacturing Components and Supplies,Hardware,Nuts,Locknuts,Locknuts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,47
1218,Manufacturing Components and Supplies,Hardware,Nuts,Nuts,Nuts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1683
1219,Manufacturing Components and Supplies,Hardware,Nuts,T nut or T slot nut,T nut or T slot nut,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
1220,Manufacturing Components and Supplies,Hardware,Retaining hardware,Bearing adapter sleeve,Bearing adapter sleeve,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,616
1221,Manufacturing Components and Supplies,Hardware,Retaining hardware,Circlip,Circlip,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,55
1222,Manufacturing Components and Supplies,Hardware,Retaining hardware,Cotter pin,Cotter pin,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
1223,Manufacturing Components and Supplies,Hardware,Retaining hardware,Retaining hardware,Retaining hardware,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,57
1224,Manufacturing Components and Supplies,Hardware,Retaining hardware,Retaining rings,Retaining rings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,352
1225,Manufacturing Components and Supplies,Hardware,Retaining hardware,Spring pins,Spring pins,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,38
1226,Manufacturing Components and Supplies,Hardware,Retaining hardware,Taper pins,Taper pins,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,31
1227,Manufacturing Components and Supplies,Hardware,Rivets,Rivets,Rivets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,107
1228,Manufacturing Components and Supplies,Hardware,Rolling hardware,Rolling hardware,Rolling hardware,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,110
1229,Manufacturing Components and Supplies,Hardware,Rolling hardware,Wheels,Wheels,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,54
1230,Manufacturing Components and Supplies,Hardware,Screws,Cap screws,Cap screws,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,966
1231,Manufacturing Components and Supplies,Hardware,Screws,Countersunk screw,Countersunk screw,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,116
1232,Manufacturing Components and Supplies,Hardware,Screws,Hexagonal head screw,Hexagonal head screw,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,7060
1233,Manufacturing Components and Supplies,Hardware,Screws,Machine screws,Machine screws,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,108
1234,Manufacturing Components and Supplies,Hardware,Screws,Screws,Screws,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3046
1235,Manufacturing Components and Supplies,Hardware,Screws,Self drilling screw,Self drilling screw,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1347
1236,Manufacturing Components and Supplies,Hardware,Screws,Set screws,Set screws,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,403
1237,Manufacturing Components and Supplies,Hardware,Screws,Sheet metal screws,Sheet metal screws,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,64
1238,Manufacturing Components and Supplies,Hardware,Screws,Socket screw,Socket screw,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,334
1239,Manufacturing Components and Supplies,Hardware,Screws,Tapping screws,Tapping screws,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,148
1240,Manufacturing Components and Supplies,Hardware,Screws,Wing screw,Wing screw,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,13
1241,Manufacturing Components and Supplies,Hardware,Spacer,Shim,Shim,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,929
1242,Manufacturing Components and Supplies,Hardware,Spacer,Spacer,Spacer,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,469
1243,Manufacturing Components and Supplies,Hardware,Springs,Leaf springs,Leaf springs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,57
1244,Manufacturing Components and Supplies,Hardware,Springs,Springs,Springs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,154
1245,Manufacturing Components and Supplies,Hardware,Springs,Wireform springs,Wireform springs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1246,Manufacturing Components and Supplies,Hardware,Studs,Studs,Studs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,66
1247,Manufacturing Components and Supplies,Hardware,Washers,Cup washer,Cup washer,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,27
1248,Manufacturing Components and Supplies,Hardware,Washers,Flat washers,Flat washers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1146
1249,Manufacturing Components and Supplies,Hardware,Washers,Locking washers,Locking washers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,414
1250,Manufacturing Components and Supplies,Hardware,Washers,Seal washers,Seal washers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,22
1251,Manufacturing Components and Supplies,Hardware,Washers,Spring washers,Spring washers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,661
1252,Manufacturing Components and Supplies,Hardware,Washers,Tooth lock washer,Tooth lock washer,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
1253,Manufacturing Components and Supplies,Hardware,Washers,Washers,Washers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,910
1254,Manufacturing Components and Supplies,Housings and cabinets and casings,Housings and cabinets,Housings and cabinets,Housings and cabinets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,74
1255,Manufacturing Components and Supplies,Housings and cabinets and casings,Housings and cabinets,Plastic housings or cabinets,Plastic housings or cabinets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11
1256,Manufacturing Components and Supplies,Industrial optics,Mirrors,Mirrors,Mirrors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,80
1257,Manufacturing Components and Supplies,Machined raw stock,Shim stock,Stainless steel shim stock,Stainless steel shim stock,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,155
1258,Manufacturing Components and Supplies,Machined raw stock,Shim stock,Steel shim stock,Steel shim stock,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,29
1259,Manufacturing Components and Supplies,Magnets and magnetic materials,Magnets and magnetic materials,Magnets and magnetic materials,Magnets and magnetic materials,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,15
1260,Manufacturing Components and Supplies,Moldings,Blow moldings,Blow moldings,Blow moldings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
1261,Manufacturing Components and Supplies,Moldings,Injection moldings,Injection moldings,Injection moldings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,522
1262,Manufacturing Components and Supplies,Moldings,Moldings,Moldings,Moldings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,45
1263,Manufacturing Components and Supplies,Paints and primers and finishes,Miscellaneous finishes,Glazes,Glazes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,264
1264,Manufacturing Components and Supplies,Paints and primers and finishes,Miscellaneous finishes,Sealers,Sealers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,479
1265,Manufacturing Components and Supplies,Paints and primers and finishes,Miscellaneous finishes,Stains,Stains,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1323
1266,Manufacturing Components and Supplies,Paints and primers and finishes,Miscellaneous finishes,Varnishes,Varnishes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
1267,Manufacturing Components and Supplies,Paints and primers and finishes,Paint applicators and painting accessories,Paint applicators and painting accessories,Paint applicators and painting accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,96
1268,Manufacturing Components and Supplies,Paints and primers and finishes,Paint applicators and painting accessories,Paint brushes,Paint brushes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,535
1269,Manufacturing Components and Supplies,Paints and primers and finishes,Paint applicators and painting accessories,Paint rollers,Paint rollers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,344
1270,Manufacturing Components and Supplies,Paints and primers and finishes,Paint solvents and thinners,Paint or varnish removers,Paint or varnish removers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,12
1271,Manufacturing Components and Supplies,Paints and primers and finishes,Paint solvents and thinners,Paint or varnish thinners,Paint or varnish thinners,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2062
1272,Manufacturing Components and Supplies,Paints and primers and finishes,Paint solvents and thinners,Paint solvents and thinners,Paint solvents and thinners,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,267
1273,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Acrylic paints,Acrylic paints,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2197
1274,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Anti rust paint,Anti rust paint,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,28
1275,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Coating paints,Coating paints,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,65
1276,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Enamel paints,Enamel paints,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1025
1277,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Enamel primers,Enamel primers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,264
1278,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Marking paint,Marking paint,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,30
1279,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Oil based paints,Oil based paints,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,412
1280,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Paints and primers,Paints and primers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,24853
1281,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Spray paints,Spray paints,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2654
1282,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers,Water based paints,Water based paints,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,104
1283,Manufacturing Components and Supplies,Paints and primers and finishes,Paints and primers and finishes,Paints and primers and finishes,Paints and primers and finishes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1172
